Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,7.59,7.68,,,
Gross Margin,,,,,,,92.41,92.32,,,
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,,,,,,,,302.69,643.87,,
Operating Margin,,,,,,,,-210.37,-543.87,,
Net Int Inc & Other,,,,,,,,-10.87,-21.96,-122.84,-122.84
EBT Margin,,,,,,,,-221.24,-565.82,,
