Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,14.23,56.3,55.81,14.63,11.92,11.49,11.14,10.92,10.77,10.56,10.58
Gross Margin,85.77,43.7,44.19,85.37,88.08,88.51,88.86,89.08,89.23,89.44,89.42
SG&A,44.26,1.39,1.34,50.85,50.54,51.29,50.25,48.01,47.63,47.95,48.66
R&D,,,,,,,,,,,
Other,33.6,34.14,32.84,24.19,24.27,23.68,24.82,28.11,27.67,28.37,28.5
Operating Margin,7.91,8.17,10.01,10.32,13.27,13.54,13.78,12.96,13.93,13.12,12.26
Net Int Inc & Other,-2.03,-1.06,-0.88,-1.58,-2.97,-2.57,-1.98,-1.63,-1.25,-1.28,-1.38
EBT Margin,5.88,7.11,9.13,8.74,10.3,10.97,11.8,11.33,12.67,11.84,10.88
