Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,45.7,47.05,46.49,45.95,47.51,47.78,47.04,46.85,45.56,44.92,45.11
Gross Margin,54.3,52.95,53.51,54.05,52.49,52.22,52.96,53.15,54.44,55.08,54.89
SG&A,35.99,36.71,34.76,39.44,37.81,38.13,38.18,38.65,38.91,39.39,38.57
R&D,,,,,,,,,,,
Other,0.15,0.15,0.15,0.2,0.2,0.18,0.17,0.14,2.27,0.11,0.1
Operating Margin,18.16,16.09,18.61,14.41,14.48,13.91,14.61,14.37,13.25,15.58,16.21
Net Int Inc & Other,1.17,0.2,0.08,-0.17,-1.2,-1.23,-1.23,-1.24,-1.44,-1.96,-1.88
EBT Margin,19.33,16.29,18.69,14.23,13.28,12.68,13.39,13.13,11.8,13.62,14.33
