Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-24.34,28.72,52.87,12.3,27.49,6.15,-11.86,20.87,6.43,19.41,
Free Cash Flow Growth % YOY,,,625.89,23.08,28.07,2.62,-24.9,30.8,3.83,22.64,
Cap Ex as a % of Sales,5.38,5.64,4.38,4.73,5.66,5.64,5.68,5.89,5.99,6.65,6.81
Free Cash Flow/Sales %,-0.18,0.69,4.76,6.28,7.59,7.01,5.08,6.15,5.95,6.97,5.81
Free Cash Flow/Net Income,-0.05,0.29,1.36,1.46,0.91,1.44,1.12,1.21,1.11,1.0,0.93
