Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,53.0,,,,,,,,,
Free Cash Flow Growth % YOY,,-33.0,,,,,,,,,
Cap Ex as a % of Sales,0.7,-2.34,0.19,0.2,0.35,0.26,0.42,0.29,0.62,0.48,0.47
Free Cash Flow/Sales %,2.76,-8.8,0.04,3.89,4.55,0.56,2.11,2.75,5.51,2.58,1.41
Free Cash Flow/Net Income,0.96,-2.28,0.03,1.42,1.12,0.14,0.82,0.75,0.88,0.96,0.41
