Key Net Income %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,,,-73.08,393.9,,,,202.58,,
3-Year Average,,,,,,,,-46.32,,,
5-Year Average,,,,,,,,-27.12,18.24,,
10-Year Average,,,,,,,,,,,
