Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,84.48,95.49,96.22,115.13,94.71,64.13,61.41,98.04,97.31,82.24,80.89
Gross Margin,18.29,4.51,3.78,-15.13,5.29,35.87,38.59,1.96,2.69,17.76,19.11
SG&A,23.99,5.55,8.08,12.72,18.01,4.07,4.01,166.55,466.97,7.1,3.64
R&D,,,,,,,,,,,
Other,11.85,1.37,44.49,6.82,,,-0.02,,,,0.26
Operating Margin,-19.69,-1.04,-38.44,-32.73,-8.74,31.99,34.68,-162.57,-455.21,10.9,15.25
Net Int Inc & Other,-53.83,-5.41,-5.65,-0.17,18.59,0.46,10.97,23.36,-3.13,-2.03,2.61
EBT Margin,-73.52,-6.44,-44.09,-32.89,9.85,32.45,45.65,-139.21,-458.34,8.87,17.86
