Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,2.42,-14.75,11.76,13.0,17.81,-3.02,-2.88,4.69,-18.4,-10.12,-15.66
3-Year Average,16.94,5.95,-0.81,2.49,14.16,8.89,3.53,-0.47,-6.03,-8.43,
5-Year Average,12.63,10.94,8.79,8.48,5.37,4.23,6.98,5.59,-1.06,-6.27,
10-Year Average,22.24,17.22,15.42,12.74,11.48,8.35,8.94,7.18,3.6,-0.62,
