Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,6.49,5.54,-3.92,10.33,4.47,-9.07,-8.57,-7.98,-0.3,-0.64,3.5
3-Year Average,13.83,9.62,2.59,3.81,3.46,1.58,-4.59,-8.54,-5.69,-3.04,
5-Year Average,25.19,17.53,8.39,6.9,4.47,1.23,-1.64,-2.48,-4.44,-5.39,
10-Year Average,,,,,16.73,12.57,7.52,2.81,1.07,-0.58,
