Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,16.93,,,111.69,4.12,47.45,-38.73,64.64,16.38,-25.51,
3-Year Average,123.94,,-8.21,11.87,,48.12,-2.02,14.15,5.49,12.59,
5-Year Average,,,49.34,13.49,11.26,16.54,,26.8,12.5,5.21,
10-Year Average,,,,7.59,,,7.31,37.61,13.0,8.19,
