Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,38.48,31.71,35.43,36.89,41.43,43.14,55.81,55.46,52.63,52.8,53.76
R&D,,,,,,,,,,,
Other,-38.48,-31.71,-35.43,-36.89,-41.43,-43.14,-55.81,-55.46,-52.63,-52.8,-53.76
Operating Margin,30.23,29.82,33.15,27.13,23.82,25.47,26.3,27.48,31.15,30.58,30.58
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,30.23,29.82,33.15,27.13,23.82,25.47,26.3,27.48,31.15,30.58,30.58
