Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.74,-1.83,-31.78,345.21,-97.85,771.43,140.98,-5.44,34.53,13.37,54.72
3-Year Average,13.78,-19.35,-8.41,43.93,-59.71,-5.81,-23.24,170.79,45.27,12.98,
5-Year Average,,21.15,-0.27,9.76,-40.64,-10.96,6.56,13.75,-10.47,97.81,
10-Year Average,11.41,-0.37,-7.86,13.89,-14.36,,13.62,6.51,-0.87,8.36,
