Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,16.67,3.81,6.05,3.26,2.27,1.85,3.38,-0.16,-0.26,4.69
3-Year Average,,,,8.7,4.37,3.85,2.46,2.5,1.68,0.97,
5-Year Average,,,,,,6.29,3.44,3.35,2.11,1.41,
10-Year Average,,,,,,,,,,,
