Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,20.44,29.87,19.09,-20.36,19.09,38.13,
Free Cash Flow Growth % YOY,,,,,-57.83,133.18,99.65,-41.42,38.32,70.64,
Cap Ex as a % of Sales,,5.05,5.14,3.1,4.71,5.3,4.87,4.55,5.17,5.74,5.85
Free Cash Flow/Sales %,,-13.15,-21.63,1.9,0.72,1.67,3.26,1.9,2.69,4.21,2.88
Free Cash Flow/Net Income,,0.63,-0.22,0.42,0.12,0.41,0.95,0.75,0.42,0.74,1.52
