Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,83.98,6.1,54.49,52.42,18.4,10.03,-53.54,-37.65,,
3-Year Average,,,26.36,44.48,35.69,40.74,25.69,-15.41,-31.69,,
5-Year Average,,20.23,12.32,,36.57,40.33,26.62,7.34,-10.47,,
10-Year Average,,,57.85,27.7,28.49,23.12,23.38,9.81,,,
