Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,,,,,,259.19,131.85,94.02
Free Cash Flow/Sales %,,,,,,,,,,-457.59,-296.24
Free Cash Flow/Net Income,,,,,0.56,0.24,1.68,2.64,1.4,1.33,0.86
