Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,307.0,,,,-460.0,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,26.85,29.23,45.23,42.0,35.26,33.78,52.07,52.78,43.03,27.35,27.51
Free Cash Flow/Sales %,-5.52,-1.01,3.51,-2.06,8.11,-9.27,-19.75,-25.09,-6.64,21.51,15.04
Free Cash Flow/Net Income,-0.58,-0.08,0.65,0.12,1.71,-0.81,-3.15,-0.91,0.86,-3.8,2.55
