Key Margins % of Sales,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,73.32,71.99,72.04,68.82,76.49,72.99,85.91,78.31,97.65,97.57,98.77
Gross Margin,26.68,28.01,27.96,31.18,23.51,27.01,14.09,21.69,2.35,2.43,1.23
SG&A,15.22,14.73,15.05,19.89,14.83,16.47,27.2,20.63,19.29,14.74,18.3
R&D,,,,,,,,,,,
Other,0.16,0.95,1.73,3.63,4.15,1.72,-8.34,-2.96,-2.82,3.44,-3.03
Operating Margin,11.3,12.34,11.18,7.66,4.53,8.82,-4.77,4.02,-14.12,-15.75,-14.03
Net Int Inc & Other,-6.44,-6.89,-3.37,-2.71,-2.52,-2.01,-0.95,-1.09,-1.99,-4.05,-4.47
EBT Margin,4.86,5.45,7.82,4.95,2.01,6.81,-5.72,2.93,-16.11,-19.8,-18.5
