Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-21.46,,,-69.65,,,,,,,
3-Year Average,122.95,,34.82,-1.8,,-17.67,,,,,
5-Year Average,,,103.13,,,11.74,,-19.61,,,
10-Year Average,,,,,,,,27.78,,,
