Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-18.29,-4.02,17.32,30.09,15.84,46.3,-18.4,-17.67,-68.62,74.54,
3-Year Average,82.44,6.83,-2.74,13.57,20.92,30.15,11.41,-0.58,-40.48,-23.31,
5-Year Average,,,46.89,13.23,6.75,19.94,16.11,8.17,-18.6,-11.65,
10-Year Average,11.3,,,,,,,26.05,-4.0,-2.88,
