Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,-60.02,84.26,-63.85,53.65,-36.77,-20.08,
3-Year Average,,,,,,,-35.66,0.78,-29.45,-8.09,
5-Year Average,,,,3.53,,,,,-23.69,-12.35,
10-Year Average,,,,7.26,0.3,3.1,-10.36,-7.16,-11.12,,
