Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,26.74,-6.1,-0.54,-0.26,20.07,1.35,54.3,10.21,4.85,11.21,
3-Year Average,10.74,9.98,5.78,-2.34,6.0,6.67,23.37,19.89,21.26,8.72,
5-Year Average,12.28,8.81,4.87,5.7,7.23,2.54,13.25,15.59,16.76,14.98,
10-Year Average,14.98,12.31,10.99,9.09,8.8,7.3,11.01,10.1,11.09,11.04,
