Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.54,10.79,26.89,-2.85,77.4,5.07,7.73,4.71,18.44,1.75,-7.3
3-Year Average,3.42,9.31,17.21,10.95,29.8,21.89,26.16,5.83,10.14,8.06,
5-Year Average,2.36,2.11,9.23,10.0,22.65,20.55,19.88,15.36,20.02,7.39,
10-Year Average,11.44,9.92,12.43,9.86,13.17,11.08,10.64,12.25,14.9,14.77,
