Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,,100.0,100.0,100.0,100.0
COGS,,,,,,,,83.04,78.99,81.16,90.72
Gross Margin,,,,,,,,16.96,21.01,18.84,9.28
SG&A,,,,,,,,13.94,13.53,12.38,14.65
R&D,,,,,,,,,,,
Other,,,,,,,,0.3,,,
Operating Margin,,,,,,,,3.04,7.7,6.7,-5.1
Net Int Inc & Other,,,,,,,,,-0.6,-0.04,-0.02
EBT Margin,,,,,,,,3.04,7.1,6.66,-5.12
