Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,-51.22,,,,,
3-Year Average,,,,,,,,,,,
5-Year Average,,,,,,,,,,-33.5,
10-Year Average,,,,-32.99,,,,,,,
