Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,10.29,12.43,4.81,7.07,5.08,19.88,64.64
3-Year Average,,,,,,,9.13,8.05,5.65,10.49,
5-Year Average,,,,,,,,,7.89,9.71,
10-Year Average,,,,,,,,,,,
