Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,13.15,2.04,61.25,6.41,32.74,,152.12,674.4,,
Free Cash Flow/Sales %,,-141.99,-37.86,-420.48,50.06,-46.92,,-420.76,,,
Free Cash Flow/Net Income,,1.37,1.01,0.84,-1.96,0.44,0.21,-0.22,1.12,0.46,0.46
