Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-15.65,-53.05,281.58,-23.76,139.15,-34.48,-24.08,42.11,-12.95,37.39,42.13
3-Year Average,-22.93,-22.44,14.76,10.95,90.9,6.11,5.96,-10.92,-2.07,19.34,
5-Year Average,,,-3.89,6.3,22.47,16.44,28.18,5.21,8.03,-3.3,
10-Year Average,,,,,,,,0.56,7.16,8.82,
