Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,6.87,7.74,16.16,16.01,16.42,16.2,16.39,16.69,17.07,16.83,16.94
R&D,,,,,,,,,,,
Other,83.65,84.01,71.04,70.93,80.34,71.91,71.84,78.16,71.39,70.97,70.34
Operating Margin,9.48,8.25,12.81,13.06,3.24,11.88,11.77,5.15,11.54,12.2,12.72
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,9.48,8.25,12.81,13.06,3.24,11.88,11.77,5.15,11.54,12.2,12.72
