Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-0.62,22.82,8.9,13.51,-0.52,-12.38,24.43,25.79,2.98,6.32,
Free Cash Flow Growth % YOY,5.26,22.29,12.15,21.21,-2.81,-15.9,25.47,26.4,-2.76,15.6,
Cap Ex as a % of Sales,4.11,4.34,4.86,4.23,4.48,4.4,4.9,5.76,6.83,5.27,4.9
Free Cash Flow/Sales %,12.09,12.56,15.84,18.95,17.74,14.43,16.68,20.04,18.79,20.73,20.12
Free Cash Flow/Net Income,1.07,1.01,1.36,1.58,1.61,1.05,1.24,1.35,1.39,1.23,1.23
