Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,31.05,29.05,28.62,27.11,27.51,27.93,29.62,33.68,33.82,30.11,30.25
Gross Margin,68.95,70.95,71.38,72.89,72.49,72.07,70.38,66.32,66.18,69.89,69.75
SG&A,26.41,26.35,26.48,25.39,24.97,23.97,25.34,32.42,26.86,26.08,26.24
R&D,8.13,9.07,9.04,8.21,7.98,7.8,7.4,8.35,8.28,8.86,10.38
Other,,,,,,,,,,,
Operating Margin,34.41,35.53,35.87,39.29,39.54,40.3,37.64,25.56,31.04,34.95,33.14
Net Int Inc & Other,5.07,2.79,1.78,1.21,0.85,0.73,0.81,0.2,0.78,1.32,1.38
EBT Margin,39.48,38.31,37.64,40.5,40.39,41.03,38.45,25.75,31.81,36.27,34.52
