Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.12,,,-22.01,109.19,-33.26,-17.24,,,,18.75
3-Year Average,106.64,,-4.03,-15.22,,2.87,4.93,,,,
5-Year Average,53.85,,47.13,-0.43,7.59,-3.18,,,,,
10-Year Average,21.61,,25.39,33.2,33.54,22.05,18.46,,,,
