Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,48.22,47.49,48.76,49.12,49.82,46.85,46.54,45.26,43.27,46.58,45.2
Gross Margin,51.78,52.51,51.24,50.88,50.18,53.15,53.46,54.74,56.73,53.42,54.8
SG&A,33.6,33.69,33.26,33.27,36.92,39.23,38.8,39.11,40.28,40.66,42.38
R&D,,,,,,,,,,,
Other,0.52,1.47,0.32,0.49,1.41,0.88,0.45,0.38,2.42,0.62,30.93
Operating Margin,17.66,17.34,17.66,17.12,11.85,13.04,14.21,15.25,14.03,12.14,-18.51
Net Int Inc & Other,0.16,-1.14,-0.83,-1.02,-1.76,-1.75,-1.69,-1.41,-1.7,-0.37,-0.93
EBT Margin,17.82,16.2,16.83,16.1,10.09,11.29,12.52,13.84,12.33,11.77,-19.44
