Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,-399.0,,,,,,,
Free Cash Flow Growth % YOY,,,977.0,-235.0,,,,,,,
Cap Ex as a % of Sales,0.62,0.33,0.8,0.3,0.23,0.62,1.33,2.58,0.32,0.63,0.63
Free Cash Flow/Sales %,53.49,26.01,29.3,29.67,14.3,11.65,17.73,34.17,14.77,68.9,68.9
Free Cash Flow/Net Income,1.41,1.17,0.82,0.76,0.52,0.49,0.8,0.79,0.24,-9.03,-9.03
