Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-8.91,-25.92,44.55,3.88,-55.16,,,-0.82,3.04,12.6,
3-Year Average,-1.43,0.33,-0.82,3.62,-12.35,,-7.08,21.07,,4.79,
5-Year Average,14.26,-6.05,0.51,8.69,-14.6,,3.79,-3.74,-3.9,15.54,
10-Year Average,,,,48.04,58.8,,-1.25,-1.64,2.2,-0.67,
