Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,,,,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,100.0,
SG&A,,,,,,,,,,,141.77
R&D,,,,,,,,,,,
Other,,,,,,,,,,,-141.77
Operating Margin,,,,,,,,,,-892.34,-28.45
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,,,,,,,,,,100.0,100.0
