Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-83.21,,,,4.39,-31.86,81.32,-46.52,135.77,-13.51,
3-Year Average,-40.35,,,43.11,,,8.85,-12.9,31.74,2.93,
5-Year Average,-25.03,,,-15.49,-12.47,15.83,,,10.21,6.15,
10-Year Average,1.54,,,-2.4,-2.41,-6.82,-2.63,-8.11,-3.49,-3.61,
