Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,57.22,57.55,59.19,60.96,59.79,58.09,57.02,55.65,54.92
Gross Margin,,,42.78,42.45,40.81,39.04,40.21,41.91,42.98,44.35,45.08
SG&A,,,33.49,29.11,31.78,31.3,28.86,30.82,32.83,33.48,32.88
R&D,,,,,,,,,,,
Other,,,4.73,4.73,5.58,6.16,6.5,5.84,6.09,5.52,5.17
Operating Margin,,,4.56,8.61,3.46,1.57,4.84,5.24,4.06,5.36,7.02
Net Int Inc & Other,,,0.71,1.96,-30.92,0.37,-6.94,1.23,-1.88,-12.91,-12.77
EBT Margin,,,5.27,10.57,-27.47,1.95,-2.1,6.48,2.18,-7.56,-5.75
