Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,-94.11,48.9,-32.67,-13.61,-26.13,145.3,-2.68,
3-Year Average,,,,,,-61.06,-4.68,-24.54,16.11,20.81,
5-Year Average,,,,,,,,-48.1,9.43,0.51,
10-Year Average,,,,,,,,,,,
