Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,74.39,46.46,5.28,13.78,14.3,8.2,31.63,18.25,-4.77,-1.41,-23.16
3-Year Average,43.58,42.49,39.06,20.61,11.04,12.06,17.64,18.98,14.02,3.55,
5-Year Average,,,35.48,28.22,28.45,16.76,14.29,16.98,12.89,9.6,
10-Year Average,,,,,,,,25.89,20.31,18.65,
