Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,81.72,81.95,82.96,82.68,82.24,84.2,84.2
Gross Margin,,,,,18.28,18.05,17.04,17.32,17.76,15.8,15.8
SG&A,,,,,3.98,4.28,5.53,6.33,5.28,5.0,5.0
R&D,,,,,,,,,,,
Other,,,,,1.71,2.05,2.24,2.41,2.46,2.87,2.87
Operating Margin,,,,,12.59,11.72,9.27,8.58,10.03,7.93,7.93
Net Int Inc & Other,,,,,-10.2,-13.36,-8.72,-7.07,-1.49,-1.36,-1.36
EBT Margin,,,,,2.39,-1.64,0.55,1.52,8.53,6.57,6.57
