Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-49.0,,-286.0,,,89.0,-816.0,-392.0,241.0,-273.0,
Free Cash Flow Growth % YOY,53.0,,-539.0,,,-941.0,-761.0,231.0,-719.0,93.0,
Cap Ex as a % of Sales,3.92,1.34,1.95,2.19,2.96,4.73,4.35,3.19,4.86,4.24,3.21
Free Cash Flow/Sales %,18.6,22.4,22.02,16.96,18.44,16.19,15.29,15.46,14.67,14.98,8.57
Free Cash Flow/Net Income,1.06,1.29,1.32,0.97,0.87,0.89,1.06,1.02,0.96,3.21,2.24
