Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,224.71,-89.57,-0.59,73.21,-2.41,-8.1,111.88,-3.8,-3.76,46.48,40.95
3-Year Average,68.03,-20.76,-30.44,-43.59,18.89,15.82,23.86,23.27,25.18,10.69,
5-Year Average,69.4,8.34,-13.24,-3.05,-10.67,-30.6,26.76,25.93,11.96,21.44,
10-Year Average,,,,,,8.43,17.19,4.53,4.19,4.15,
