Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,12.39,-32.95,20.82,23.67,7.63,9.33,3.99,6.77,7.27,17.32,14.19
3-Year Average,24.16,-0.69,-3.08,0.06,17.16,13.32,6.96,6.67,6.0,10.35,
5-Year Average,29.13,12.39,9.17,7.92,3.92,3.35,12.83,10.07,6.98,8.84,
10-Year Average,26.6,,21.03,20.68,18.38,15.52,12.61,9.62,7.45,6.35,
