Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,4.27,-20.26,23.82,-9.48,3.16,20.0,20.77,13.04,1.02,12.6,
3-Year Average,33.93,9.36,0.97,-3.67,4.96,3.87,14.35,17.89,11.31,8.74,
5-Year Average,20.65,12.47,18.86,7.95,-0.78,2.04,10.88,8.88,11.29,13.26,
10-Year Average,,,,,8.47,10.96,11.67,13.76,9.61,6.0,
