Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,36.01,1.76,1.6,-1.62,2.58,-2.46,1.69,-0.92,47.92,-0.35,
Free Cash Flow Growth % YOY,56.54,-1.9,9.42,-0.1,8.63,-6.43,-3.19,0.37,67.82,-0.98,
Cap Ex as a % of Sales,9.21,10.03,8.88,7.98,7.18,7.3,7.73,6.16,5.75,6.01,6.01
Free Cash Flow/Sales %,14.64,14.54,15.61,14.65,15.65,14.02,12.94,10.67,14.75,15.07,15.07
Free Cash Flow/Net Income,0.92,0.83,0.84,0.87,1.03,0.87,0.92,1.58,1.89,1.66,1.66
