Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,17.39,-88.0,194.72,67.75,-23.09,-37.32,2.14,26.66,-86.52,283.61,-52.52
3-Year Average,31.62,-35.73,-25.41,-15.98,56.08,-6.83,-21.03,-6.75,-44.13,-13.15,
5-Year Average,29.62,,-4.22,5.59,-11.74,-22.15,19.48,0.91,-39.05,-15.95,
10-Year Average,9.83,-8.62,2.91,-2.03,,0.45,,-1.69,-19.78,-13.87,
