Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-6.23,-47.28,1.15,-12.83,-55.84,151.96,21.4,1.92,20.44,-7.31,-43.52
3-Year Average,14.9,-8.32,-20.63,-22.54,-26.98,-1.02,10.54,46.09,14.22,4.4,
5-Year Average,30.28,4.57,-4.15,-7.44,-28.08,-12.36,3.55,3.71,10.64,28.33,
10-Year Average,11.96,7.44,6.75,13.31,-0.56,6.86,4.06,-0.3,1.2,-3.93,
