Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-21.62,-70.56,-49.63,513.96,36.61,-1.96,7.78,29.62,7.98,-14.6,17.34
3-Year Average,-1.61,-43.36,-51.2,-3.08,61.66,101.84,13.02,11.05,14.69,6.13,
5-Year Average,31.6,-13.94,-32.39,-10.89,-0.51,4.05,34.88,62.95,15.1,4.78,
10-Year Average,2.16,-7.51,-13.75,3.22,,17.02,7.74,4.96,1.28,2.1,
