Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,19.19,5.03,-5.74,1.92,5.39,10.24,6.64,5.75,9.33,18.07,3.82
3-Year Average,13.13,10.28,5.67,0.3,0.41,5.8,7.4,7.53,7.23,10.93,
5-Year Average,10.69,9.58,7.47,5.2,4.85,3.23,3.54,5.95,7.45,9.92,
10-Year Average,3.04,1.79,0.29,-0.55,5.58,6.89,6.52,6.71,6.32,7.36,
