Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,65.22,66.7,64.62,62.76,63.66,73.48,71.26,68.17,67.73,68.28,66.21
Gross Margin,34.78,33.3,35.38,37.24,36.34,26.52,28.74,31.83,32.27,31.72,33.79
SG&A,22.47,18.27,17.31,16.57,16.53,16.02,14.86,15.93,18.16,17.77,17.69
R&D,5.92,6.59,6.86,7.55,8.08,9.12,8.66,8.58,9.6,9.65,9.23
Other,-1.18,-0.46,-0.27,,,,,,,,
Operating Margin,7.56,8.9,11.49,13.12,11.74,1.39,5.22,7.31,4.51,4.3,6.87
Net Int Inc & Other,1.69,0.73,0.02,-0.74,-0.52,-0.54,-1.31,-0.97,-2.42,-1.35,-2.78
EBT Margin,9.25,9.64,11.51,12.38,11.22,0.84,3.91,6.35,2.09,2.95,4.08
