Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,108.18,-56.43,13.58,31.13,17.81,32.96,-6.2,-40.35,227.9,-70.79,
3-Year Average,121.06,22.05,1.0,-13.42,20.61,27.11,13.69,-9.39,22.42,-17.03,
5-Year Average,150.56,26.62,39.84,22.04,9.74,0.33,16.96,2.82,23.51,-6.56,
10-Year Average,27.28,17.93,,43.81,35.09,58.55,21.69,19.91,22.77,1.27,
