Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,-16.66,-1.45,14.24,-1.36,-20.37,-5.5,21.03,32.51,12.96,
Free Cash Flow Growth % YOY,,-94.98,,,347.7,-37.66,2.7,23.65,165.76,-7.95,
Cap Ex as a % of Sales,25.41,22.89,25.11,24.74,17.07,15.16,13.9,16.26,14.6,18.68,17.12
Free Cash Flow/Sales %,5.81,0.26,-0.28,1.65,6.78,4.34,4.43,5.33,14.32,12.64,13.85
Free Cash Flow/Net Income,0.31,0.02,-0.02,0.12,0.56,0.51,0.65,0.7,1.28,0.75,0.89
