Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,-78.18,194.66,322.57,-3.87,-80.5,,,20.7,
3-Year Average,,,,,39.55,128.75,-7.47,,-1.82,80.27,
5-Year Average,,,,,,,-12.62,,30.91,1.89,
10-Year Average,,,,3.66,27.74,27.22,,,,,
