Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,3.89,17.03,-2.49,6.01,-2.26,-1.76,15.8,14.05,-13.81,17.16,-11.26
3-Year Average,2.07,7.11,5.84,6.55,0.34,0.59,3.6,9.07,4.42,4.82,
5-Year Average,7.56,9.94,3.95,4.9,4.2,3.04,2.82,6.1,1.8,5.55,
10-Year Average,11.45,12.23,10.16,9.82,7.58,5.28,6.32,5.02,3.34,4.87,
