Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,122.99,70.62,-16.27,5.81,-15.03,113.67,13.29,-9.75,-50.06,35.08,7.89
3-Year Average,158.13,61.58,47.14,14.77,-9.03,24.31,27.17,29.76,-20.07,-15.24,
5-Year Average,,77.16,89.71,30.17,23.42,22.37,12.75,14.46,-1.5,8.07,
10-Year Average,40.63,24.98,6.98,0.22,1.2,,41.33,47.35,13.23,15.49,
