Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,46.16,24.13,8.06,12.26,19.17,15.41,7.92,8.68,0.72,4.85,12.09
3-Year Average,42.01,44.65,25.16,14.62,13.07,15.58,14.07,10.62,5.71,4.7,
5-Year Average,33.46,33.33,30.89,29.71,21.27,15.67,12.48,12.61,10.19,7.41,
10-Year Average,22.53,23.79,23.4,22.79,23.34,24.25,22.46,21.41,19.55,14.13,
