Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,25.82,14.18,-15.69,29.46,29.94,11.98,10.49,19.18,7.03,-6.13,12.88
3-Year Average,29.29,20.7,6.6,7.61,12.35,23.5,17.15,13.82,12.12,6.19,
5-Year Average,32.32,34.12,15.78,13.93,15.3,12.64,11.91,19.93,15.45,8.18,
10-Year Average,16.24,16.99,12.69,15.23,16.92,22.24,22.51,17.84,14.69,11.68,
