Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,20.12,-3.22,13.25,-15.7,,,0.76,-23.86,-35.13,-9.71
3-Year Average,,44.47,15.61,9.6,-2.6,,-14.67,-9.45,,-20.75,
5-Year Average,,29.32,19.12,27.01,8.09,,-7.4,-6.65,-13.78,-18.18,
10-Year Average,,10.55,10.64,11.43,21.0,,9.43,5.45,4.65,-5.96,
