Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.0,7.1,-8.93,-13.29,-9.85,13.77,9.09,8.3,20.18,8.27,11.11
3-Year Average,12.59,9.54,1.75,-5.43,-10.71,-3.84,3.81,10.36,12.4,12.11,
5-Year Average,10.46,14.03,6.84,0.75,-3.81,-2.81,-2.45,0.99,7.81,11.83,
10-Year Average,9.31,8.6,6.15,2.79,1.59,3.62,5.47,3.88,4.22,3.71,
