Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4.51,3.61,-12.02,9.38,7.19,1.92,2.42,5.04,0.23,4.36,7.03
3-Year Average,10.75,6.53,-1.6,-0.1,1.04,6.12,3.82,3.12,2.54,3.19,
5-Year Average,9.7,8.99,4.37,3.08,2.24,1.72,1.49,5.15,3.33,2.78,
10-Year Average,,7.58,5.29,5.23,5.65,5.64,5.17,4.76,3.2,2.51,
