Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,205.59,5.09,-5.45,-38.74,61.51,-29.38,25.55,-18.55,32.15,-16.87,
Free Cash Flow Growth % YOY,2708.3,4.94,2.26,-57.14,93.2,-32.26,33.93,-36.48,91.56,-22.81,
Cap Ex as a % of Sales,1.7,1.34,1.06,1.27,1.45,0.92,1.05,1.51,1.33,1.24,1.47
Free Cash Flow/Sales %,3.72,2.92,3.03,1.37,2.36,1.35,1.83,1.48,3.36,2.47,2.66
Free Cash Flow/Net Income,1.16,0.9,0.97,0.8,0.93,0.82,0.75,0.62,1.48,1.67,2.57
