Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-21.75,14.63,-43.47,60.93,-5.52,23.42,-15.76,-10.94,-40.73,21.88,
Free Cash Flow Growth % YOY,-25.29,13.57,-42.22,67.53,-5.83,24.7,-15.36,-12.25,-44.77,23.1,
Cap Ex as a % of Sales,1.77,1.97,1.06,1.04,1.11,1.16,0.89,1.07,1.38,1.47,1.47
Free Cash Flow/Sales %,11.47,11.95,7.62,16.69,16.88,21.19,17.95,16.36,9.6,11.13,11.13
Free Cash Flow/Net Income,0.84,1.4,0.63,1.17,1.18,1.22,1.03,1.13,0.83,0.79,0.79
