Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,50.89,51.82,50.7,47.77,48.12,46.23,48.46,47.5,48.11,46.72,45.29
Gross Margin,49.11,48.18,49.3,52.23,51.88,53.77,51.54,52.5,51.89,53.28,54.71
SG&A,36.39,41.28,39.14,44.68,43.29,42.93,44.87,45.06,42.61,44.33,46.17
R&D,,,,,,,,,,,
Other,-0.14,-0.07,,,0.25,,,,,,
Operating Margin,12.86,6.97,10.16,7.55,8.34,10.84,6.67,7.44,9.28,8.94,8.54
Net Int Inc & Other,-0.7,-1.1,-1.34,-5.91,-2.17,-1.85,-2.65,-2.69,-1.2,-0.72,-1.38
EBT Margin,12.16,5.87,8.82,1.64,6.16,8.99,4.02,4.75,8.07,8.22,7.16
